PM10,PM2.5,SO2,O3
26.40,,5.80,30.35
32.50,3.86,5.50,26.13
33.12,2.72,5.60,25.02
37.82,1.65,5.50,24.50
28.77,1.32,5.18,24.18
29.64,,4.80,20.76
33.65,,4.89,17.34
33.61,,5.76,13.35
30.25,,5.67,14.04
,,,
23.65,,,
25.94,,,13.06
26.68,,,13.01
26.57,,,17.33
25.49,,,22.89
15.01,,,21.43
12.62,,,16.56
15.59,,,19.42
12.62,,,23.05
14.49,,,26.48
10.78,,,30.05
8.69,,6.04,29.76
8.81,,5.98,32.24
14.07,,5.95,32.90
11.58,,5.81,33.01
13.49,,6.06,34.30
16.02,,5.92,40.13
23.14,,5.61,31.90
23.14,,5.51,28.98
26.93,,5.50,24.83
26.73,,5.22,13.66
34.19,,4.92,2.87
42.15,,4.96,4.02
33.49,,4.84,18.70
26.42,,4.64,21.88
24.61,,4.77,21.55
19.72,,4.46,23.85
19.75,,4.40,22.63
15.52,,4.15,20.72
16.39,,4.12,21.23
14.99,,4.00,15.62
19.26,,4.63,19.11
18.73,,5.22,21.66
20.22,,5.61,25.00
17.91,,7.29,27.88
23.08,,8.24,30.89
26.89,,7.35,35.54
24.03,,7.14,34.36
26.64,,6.71,33.12
27.79,,6.67,33.14
27.97,,7.06,31.63
30.58,,7.39,29.18
35.09,,6.50,26.15
42.28,,5.56,22.10
36.02,,5.32,19.77
37.81,,4.84,21.41
34.92,,4.75,22.30
31.35,,4.72,23.67
23.76,,4.71,33.73
23.45,,4.50,16.38
24.10,,4.24,13.61
22.42,,4.19,12.65
18.06,,4.17,10.69
19.18,,4.25,10.28
16.09,,4.24,9.30
19.25,,4.67,10.56
19.98,,5.30,19.29
29.18,,5.72,23.48
30.91,,5.96,28.77
31.84,,6.19,29.84
31.73,,6.20,30.83
32.76,,6.01,27.03
30.83,,5.90,24.42
37.09,,5.68,25.31
37.24,,5.53,25.61
37.66,,5.43,23.95
30.68,,5.38,21.64
27.28,,5.21,20.65
27.41,,5.03,20.15
29.82,,4.94,24.00
23.76,,4.67,24.64
25.44,,4.60,21.82
22.22,,4.69,22.65
20.28,,4.60,22.36
21.41,,4.53,24.36
28.95,,4.42,20.44
28.84,,4.46,11.29
22.76,,4.61,11.09
21.99,,4.28,8.09
19.19,,4.55,13.04
20.77,,5.12,19.26
16.97,,6.11,22.77
22.39,,6.81,26.72
30.65,,7.18,31.89
30.59,,7.32,31.07
31.47,,7.39,30.95
28.89,,7.45,29.28
30.37,,7.42,29.57
29.56,,6.36,23.05
33.90,,5.99,27.07
33.40,,5.84,21.67
35.94,,5.63,19.18
34.79,,5.35,17.26
41.44,,5.09,17.66
39.89,,4.74,15.87
37.41,,4.83,18.94
38.43,,4.70,18.35
31.26,,4.73,20.76
27.37,,4.52,21.61
22.87,,4.77,19.08
17.02,,4.53,9.82
14.45,,4.36,10.78
12.10,,4.49,8.61
17.36,,4.77,9.96
23.55,,6.19,15.40
28.42,,6.76,16.41
32.60,,6.40,24.07
38.47,,6.40,27.86
38.17,,6.39,29.92
37.40,,6.24,25.68
37.87,,6.31,22.81
39.98,,5.95,22.09
37.55,,5.97,21.36
37.53,,5.66,21.82
32.10,,5.69,20.56
30.67,,5.27,19.73
27.20,,5.21,17.27
32.55,,5.01,15.98
34.64,,4.93,17.15
35.25,,4.94,16.69
30.16,,4.66,16.77
26.04,,4.68,19.64
21.97,,4.75,20.94
18.38,,4.76,13.45
15.51,,4.59,11.05
11.53,,4.51,10.33
11.31,,4.30,8.25
17.19,,4.78,10.31
19.35,,5.06,16.47
21.69,,5.40,18.57
23.57,,5.61,24.73
28.93,,5.93,27.37
34.42,,6.00,25.89
42.93,,6.01,24.65
36.89,,5.61,21.24
39.45,,5.57,23.55
37.62,,5.39,22.34
38.56,,5.41,20.48
31.57,,5.28,23.19
32.14,,5.14,21.07
34.27,,4.91,19.34
39.50,,4.81,20.29
35.84,,4.78,19.78
33.12,,4.69,20.31
35.09,,4.61,20.80
35.06,,4.61,22.35
32.20,,4.70,22.88
25.95,,4.59,17.55
28.79,,4.35,12.72
23.05,,4.42,12.34
19.83,,4.19,11.73
20.98,,4.52,13.43
22.40,,5.03,19.28
23.76,,5.39,24.85
28.36,,5.93,25.53
33.65,,5.61,26.17
37.09,,5.52,26.09
39.41,,5.35,22.86
44.30,,5.20,23.70
44.21,,5.27,24.35
40.84,,5.52,21.89
39.06,,5.17,23.17
40.71,,5.05,23.32
42.58,,4.89,20.36
39.80,,4.73,20.32
39.67,,4.68,21.26
35.00,,4.54,21.25
37.07,,4.60,23.48
32.88,,4.44,21.02
32.15,,4.54,22.60
32.25,,4.57,23.13
36.84,,4.54,18.27
35.88,,4.49,17.67
34.27,,4.70,18.33
36.14,,4.67,18.64
33.73,,4.48,21.34
30.14,,4.82,23.03
29.47,,5.00,24.57
28.76,,5.52,25.19
29.61,0.43,5.65,25.45
33.81,,5.71,25.88
36.24,,5.68,24.10
37.39,,5.47,22.97
44.76,,5.35,21.67
48.37,,5.22,20.36
52.74,,5.00,18.57
49.65,,4.99,19.18
47.72,,5.09,18.88
41.82,,4.67,18.07
37.12,,4.69,17.97
32.22,,4.67,17.78
34.75,,4.75,18.08
33.33,,4.64,17.89
32.74,,4.69,19.33
36.37,,4.53,19.22
38.94,,4.51,20.48
30.45,,4.49,18.81
23.90,,4.52,22.58
20.21,6.54,4.52,15.86
21.61,,4.91,14.79
23.97,,6.23,18.36
31.54,,9.84,20.53
26.56,,8.12,22.24
32.07,,7.40,24.01
36.38,,7.15,24.06
47.71,,7.06,23.89
40.25,,6.52,24.04
42.77,,6.09,22.37
43.44,,5.91,21.82
48.38,,5.51,20.05
44.37,,5.32,19.60
48.31,,5.08,17.93
44.12,,5.07,16.13
44.12,,4.88,17.12
38.18,,4.67,16.97
32.14,,4.80,18.63
28.74,,4.86,18.94
26.11,,4.83,20.50
21.11,,4.59,20.52
21.20,,4.63,20.49
17.04,,4.56,19.47
18.65,,4.45,18.96
21.17,,4.56,16.45
25.93,,4.66,20.00
24.65,,5.15,21.76
29.73,,5.50,24.57
27.27,,5.81,28.01
30.80,,5.92,27.70
29.53,,5.99,27.37
33.32,,5.82,27.52
33.45,,5.97,25.50
41.61,,5.63,23.75
38.61,0.50,5.56,23.48
42.27,,5.47,20.28
36.49,,5.32,19.47
45.28,,4.71,19.86
37.23,,4.72,19.60
32.05,,4.68,21.59
30.78,,4.44,19.72
24.38,3.76,4.55,20.38
24.71,,4.53,20.89
32.13,2.99,4.49,20.17
25.82,,4.53,21.14
25.00,,4.50,18.98
25.73,9.15,4.53,20.56
24.82,26.41,4.58,18.09
23.68,,4.55,15.61
25.52,,4.78,16.71
25.79,36.99,5.13,19.04
26.62,,7.63,22.43
26.47,,7.38,23.53
30.79,,6.55,24.32
33.79,,6.51,24.57
33.58,3.10,6.22,25.15
35.35,2.77,5.97,21.85
39.80,4.20,5.78,21.92
36.45,3.89,5.56,21.47
40.37,7.57,5.44,19.35
40.18,4.49,5.24,19.53
39.89,4.01,5.00,16.69
31.47,3.45,4.99,16.31
29.49,2.71,4.77,16.59
29.31,1.27,4.75,17.51
28.58,2.07,4.67,17.50
25.60,3.36,4.53,16.17
21.70,2.39,4.54,14.86
21.46,1.29,4.37,17.07
23.54,1.28,4.43,15.51
24.46,0.95,4.55,11.08
25.84,0.74,4.36,9.80
22.85,1.11,4.45,6.74
26.50,0.96,4.74,7.75
28.49,0.83,5.69,12.67
31.56,0.77,6.04,17.92
33.26,0.73,6.21,23.45
42.19,0.68,6.18,28.33
44.86,0.66,6.25,26.91
44.49,0.74,6.27,29.39
45.77,1.15,5.84,23.11
42.77,1.71,5.70,21.75
47.47,2.15,5.40,20.36
49.81,2.89,5.37,19.96
41.86,2.81,5.29,19.06
43.96,2.76,5.18,18.34
41.08,2.83,4.99,16.42
44.43,2.69,4.78,16.65
39.35,2.59,4.68,17.30
36.97,2.54,4.53,17.09
30.97,2.50,4.69,19.15
28.32,2.39,4.57,18.76
31.40,2.27,4.67,18.63
31.20,2.14,4.79,16.92
31.81,2.03,4.65,17.71
25.96,1.95,4.52,15.36
25.34,1.95,4.47,10.08
25.88,2.11,4.62,9.74
28.18,1.99,4.92,14.02
28.37,1.87,4.97,17.33
28.14,1.76,4.98,19.22
30.66,1.66,5.57,28.57
35.25,1.56,5.84,28.74
39.28,1.47,6.02,23.72
43.21,1.49,5.72,20.94
48.54,1.85,5.52,20.22
48.40,2.17,5.27,21.09
49.23,2.09,5.22,19.16
41.51,2.14,5.21,18.74
37.12,2.11,5.08,18.42
37.82,2.22,4.86,16.51
41.38,2.16,4.67,17.16
35.39,2.13,4.69,15.61
32.81,2.21,4.59,16.06
32.13,2.10,4.85,17.88
32.69,1.99,4.97,17.74
30.98,1.94,4.63,17.28
26.70,1.93,4.58,16.98
27.29,1.98,4.47,16.06
26.83,1.90,4.49,16.93
27.67,1.79,4.66,16.12
32.21,1.69,4.63,16.25
29.67,1.60,4.91,18.97
28.13,1.50,5.13,20.12
27.54,1.41,5.57,20.21
28.50,1.33,5.90,22.94
25.61,1.25,6.07,24.21
32.87,1.19,5.81,21.04
35.59,1.26,5.79,20.13
43.74,1.39,5.69,19.23
46.21,1.72,5.56,18.52
52.15,1.78,5.40,17.75
36.45,1.81,5.14,16.53
4.58,1.87,5.28,16.56
5.09,1.94,5.27,19.21
4.45,1.87,5.32,19.27
9.99,1.86,5.24,18.77
25.65,1.90,5.34,18.70
20.59,1.84,5.24,19.96
22.81,1.77,5.30,20.15
21.52,1.70,5.52,20.99
30.43,1.67,5.32,19.78
24.80,1.72,5.31,18.76
25.62,1.76,5.23,18.12
21.77,1.82,5.89,13.27
24.02,1.71,10.76,11.16
20.76,1.61,8.63,17.84
26.40,1.52,8.65,21.05
22.01,1.43,10.98,24.47
22.97,1.34,8.73,25.44
23.64,1.27,8.19,25.27
27.43,1.25,7.43,24.61
21.05,1.53,7.77,21.92
18.33,2.20,7.36,20.84
17.61,3.27,6.80,20.47
23.44,2.97,6.46,20.24
19.00,3.07,6.18,17.46
22.35,4.18,5.72,15.92
24.11,4.88,5.60,16.08
17.94,3.73,5.50,17.45
14.01,2.95,5.47,18.31
11.47,2.60,5.43,17.54
12.16,2.56,5.26,18.20
16.18,2.62,5.32,19.68
19.70,2.78,5.33,20.33
24.54,2.90,5.24,19.01
19.23,2.77,5.26,19.29
17.06,2.91,5.52,14.65
15.90,2.84,5.27,16.69
22.93,2.68,5.66,18.36
22.48,2.52,6.01,19.64
26.37,2.37,6.45,22.55
18.36,2.23,6.63,25.95
23.66,2.10,6.59,29.00
19.44,1.98,6.99,32.02
20.30,1.91,7.31,32.52
17.55,2.12,7.57,27.42
20.71,2.83,7.12,25.72
17.14,3.36,6.72,25.10
12.27,4.89,6.66,23.71
10.18,5.21,6.53,22.29
12.20,4.41,6.20,21.29
12.95,3.23,5.70,19.34
14.93,2.59,5.62,19.67
15.57,1.89,5.40,20.27
14.68,1.38,5.47,21.14
17.80,1.13,5.36,22.16
25.12,1.29,5.19,14.77
23.09,1.45,5.18,13.84
31.37,1.76,5.01,12.96
22.41,1.74,5.22,12.39
18.10,1.87,4.92,11.54
17.77,2.06,4.79,9.94
15.02,1.96,5.19,10.88
9.92,1.84,5.62,15.56
5.68,1.73,6.15,20.54
5.72,1.63,6.74,28.42
,1.53,7.01,29.87
0.35,1.44,6.83,28.46
0.56,1.36,6.74,29.23
0.78,1.58,6.77,25.02
1.18,2.45,6.50,24.08
2.70,3.04,6.36,24.47
5.41,4.76,6.23,21.63
5.83,7.19,5.93,24.35
9.13,19.96,4.22,44.25
16.89,71.59,4.52,19.07
20.51,41.50,4.67,17.91
18.34,,4.55,15.75
22.71,17.26,4.67,16.30
20.11,,4.71,16.35
24.36,,4.64,17.63
21.45,,4.73,17.98
26.00,,4.62,14.88
25.31,,4.63,11.60
29.02,,4.85,10.08
23.07,,4.74,9.37
22.68,,4.99,8.91
19.23,,5.47,14.23
16.89,,5.70,16.23
11.21,,6.28,21.62
7.08,0.35,6.39,28.19
10.02,,6.48,25.77
16.71,,6.33,24.13
24.99,,6.11,21.08
25.57,,5.83,21.19
25.01,,5.60,20.71
33.58,,5.55,20.77
26.87,,5.22,19.13
26.04,,5.11,16.23
21.55,,4.85,13.33
22.34,0.92,4.91,13.71
18.73,1.47,4.76,14.66
23.22,,4.86,16.61
26.39,,4.73,17.68
35.51,,4.85,14.33
32.99,,4.93,14.42
34.97,,4.73,13.15
29.32,,4.62,12.58
32.12,,4.53,8.20
23.24,,4.56,6.65
17.58,,4.58,7.10
15.23,,5.16,12.61
16.33,,5.71,15.65
15.71,,5.73,18.99
23.05,,6.06,21.33
15.67,,5.96,23.07
13.26,,6.26,22.85
13.67,,5.73,20.40
20.41,,5.61,19.81
18.92,,5.43,18.90
25.62,,5.32,16.28
20.25,,5.20,15.65
20.96,,5.02,14.64
15.53,,4.93,17.65
13.33,,5.01,14.92
16.99,2.07,4.85,19.05
16.57,,4.99,15.83
14.25,,4.76,19.00
19.20,,4.91,16.37
22.08,,5.32,14.85
25.15,,5.49,13.74
24.72,,6.09,11.08
37.58,,6.16,17.27
33.97,,6.27,
33.52,,7.45,14.70
26.91,,7.65,16.32
25.22,,8.98,17.79
19.98,,8.09,23.65
20.58,,7.44,26.17
18.74,,7.28,24.70
25.53,,6.86,23.47
22.18,,6.61,21.70
29.94,0.65,6.14,20.39
31.44,0.71,5.80,18.63
29.33,,5.68,17.60
,3.33,5.47,17.50
,5.66,5.15,17.86
,3.97,5.16,16.94
5.69,0.48,5.07,20.12
6.61,0.78,5.16,19.61
9.88,1.00,4.88,22.32
14.23,1.02,5.17,17.79
27.19,,4.75,21.14
27.46,,5.36,13.10
36.22,,5.24,20.79
30.54,,5.40,14.53
34.06,,5.42,13.00
27.42,,5.39,10.55
24.38,,5.40,15.46
21.74,,5.89,19.79
16.88,,6.10,21.86
14.93,,6.95,25.09
18.63,,8.23,28.69
17.33,,7.87,29.01
29.38,,7.95,29.47
21.05,,7.22,26.76
15.64,4.22,6.78,23.55
14.65,3.44,6.35,22.64
20.29,2.90,6.01,22.80
24.38,2.49,5.52,22.76
32.38,2.72,5.39,19.01
27.53,3.05,5.29,18.43
28.20,,5.18,21.17
25.28,0.22,5.13,18.12
30.70,0.35,5.02,19.97
24.91,0.40,5.10,16.53
25.56,0.51,5.26,14.24
26.37,0.52,5.30,11.18
29.50,0.57,5.08,13.65
23.58,0.58,5.14,10.17
24.38,0.57,4.84,9.48
26.36,0.58,4.91,9.03
30.07,0.59,5.16,10.49
20.95,0.57,5.75,16.89
12.84,,6.24,21.51
8.94,,6.61,25.86
18.38,,6.86,28.66
19.81,,6.72,28.53
33.71,,6.43,27.84
33.13,,6.25,24.60
49.04,,6.19,23.26
37.07,,5.92,22.65
32.07,,5.66,21.63
27.60,,5.55,20.04
32.13,,5.33,17.63
26.51,,5.10,16.87
21.52,,4.95,18.26
22.01,,4.97,19.01
17.00,,4.91,19.32
14.33,,4.92,19.17
15.43,,4.74,15.39
13.50,,4.86,13.59
15.70,,4.96,9.71
11.92,,4.91,8.87
10.94,,4.48,6.73
16.76,,4.67,7.38
18.35,,4.90,7.52
13.77,,5.37,13.19
11.28,,5.69,18.52
10.37,,6.15,21.51
14.30,,6.32,27.54
10.88,,6.40,27.94
10.06,,6.26,24.74
14.93,0.93,6.00,20.44
32.29,1.03,5.80,22.42
26.94,0.83,5.66,22.38
19.76,,5.75,22.18
21.54,,5.47,20.99
33.63,1.00,5.19,17.97
24.16,3.80,5.06,15.52
19.12,,4.92,14.67
20.25,,5.08,15.16
26.55,1.14,4.98,15.89
20.41,1.80,4.93,16.95
15.88,,4.85,16.62
18.72,,5.15,16.19
32.85,,5.01,17.06
23.28,,5.04,12.48
16.70,,5.08,10.15
14.40,,5.03,8.94
15.90,,5.00,7.53
19.75,,4.96,10.19
30.79,,5.03,12.98
22.72,,5.64,21.67
20.85,,6.26,29.08
15.38,,6.35,30.92
15.05,,6.25,27.62
19.27,,6.28,23.77
21.99,,5.93,20.70
20.05,5.99,5.78,19.40
24.20,,5.44,18.17
24.00,0.85,5.39,18.12
34.39,0.75,5.12,17.45
28.74,0.79,5.10,16.54
32.92,,5.07,16.31
29.59,,5.16,15.95
37.60,,5.13,16.26
33.88,,5.13,16.03
33.23,,4.96,17.62
31.38,,4.90,17.06
35.99,,5.21,15.32
25.92,,5.09,13.34
19.52,,4.93,12.04
15.41,,5.04,9.61
13.66,,5.59,10.95
13.97,,6.52,13.73
20.16,,7.51,17.01
16.56,,6.84,22.89
18.72,,6.58,23.82
17.99,,6.53,24.17
23.33,,6.40,22.95
23.25,,6.21,22.85
33.67,,5.82,20.83
25.21,,5.88,21.16
21.57,,5.54,19.23
18.73,,5.41,16.86
21.85,,5.44,14.80
25.01,,4.96,14.05
29.57,,5.16,15.11
32.09,,5.14,16.41
45.14,,5.09,17.93
34.24,,4.98,18.19
34.95,,5.09,17.49
35.47,,4.99,17.52
46.81,,4.98,17.53
31.74,,4.87,16.53
29.53,,4.95,15.08
25.79,,5.01,8.71
29.74,,5.20,9.37
21.57,,5.45,10.16
15.14,,5.73,15.89
14.21,,6.46,23.58
19.55,,6.78,24.99
,,,
24.17,,2.50,23.21
29.03,,2.54,20.49
28.31,,2.39,17.79
20.57,0.64,2.15,17.72
17.86,,1.98,17.66
24.08,,1.97,18.68
27.52,,1.83,17.66
27.74,3.25,1.69,15.76
40.62,,1.51,14.52
27.73,,5.91,13.68
22.40,,6.00,13.14
31.46,,6.14,14.14
44.55,,6.05,13.63
31.66,,6.61,9.79
27.29,,6.09,7.44
23.66,,6.07,6.90
23.28,,6.07,6.78
16.81,,6.07,6.85
14.45,,6.07,5.73
15.42,,6.99,10.16
10.13,,6.70,14.33
7.21,,5.73,17.67
7.29,,6.03,24.26
16.72,,6.26,27.01
30.28,,6.10,24.18
24.72,,5.82,20.74
33.26,3.07,5.65,19.24
24.58,3.95,5.35,18.41
17.78,3.00,5.31,17.04
17.18,1.65,5.16,15.82
27.28,3.76,5.01,14.11
23.00,4.40,4.82,13.15
29.77,1.27,4.72,12.55
24.10,1.39,4.67,11.91
27.55,1.92,4.47,11.75
23.04,2.07,4.41,11.93
23.71,0.85,4.51,12.79
18.58,1.22,4.80,12.60
20.31,1.21,6.73,10.61
21.95,1.07,6.45,11.94
25.82,0.65,5.45,14.33
27.70,0.66,5.15,11.51
26.94,0.66,5.88,12.29
22.76,0.66,5.82,16.23
18.09,,6.73,17.66
14.04,,6.90,20.09
11.33,,6.90,22.66
13.98,,6.36,22.00
27.66,,6.22,21.62
21.52,,6.03,20.06
24.03,1.41,5.57,23.07
20.97,,5.24,24.37
28.36,,5.45,21.76
22.15,,5.23,17.90
23.84,,5.98,17.70
20.43,,5.07,17.33
28.21,,4.73,14.08
23.13,1.55,4.82,12.48
28.32,1.82,4.61,12.38
25.91,3.24,4.52,10.83
23.94,,4.26,13.09
20.64,,4.00,12.95
28.33,,4.02,15.28
22.54,,4.23,13.69
20.06,,4.15,13.23
17.44,,4.28,12.98
19.76,,4.48,15.87
14.90,,4.97,16.35
11.70,,5.31,20.79
8.15,,5.82,26.50
9.18,,6.15,29.22
8.55,,5.96,28.09
12.90,,5.72,26.19
13.99,,5.56,23.20
21.80,0.78,5.13,23.42
23.65,1.34,5.28,23.59
27.13,,5.23,23.29
22.14,,5.39,22.04
22.30,,5.29,20.38
21.57,3.23,4.85,19.22
35.04,0.91,4.85,19.07
26.14,0.87,4.78,20.76
24.56,0.81,4.79,18.93
22.56,0.79,4.73,14.23
28.25,,4.53,16.62
31.19,,4.36,16.80
36.60,,4.39,16.87
28.50,,4.30,16.34
28.08,,4.27,14.91
22.28,,4.40,13.40
23.22,,4.57,11.54
18.03,,4.94,15.67
18.46,,5.32,17.56
14.87,,5.81,21.79
28.74,,5.94,25.98
23.07,,6.01,27.31
29.97,,5.92,25.19
21.83,0.57,5.96,23.06
18.12,4.44,5.38,20.22
18.88,3.56,4.92,19.10
26.18,2.71,4.85,21.95
23.66,2.19,4.59,19.55
32.66,1.90,4.48,18.45
28.01,1.80,4.40,16.31
23.34,1.57,4.47,14.40
23.53,,4.45,12.96
40.83,,4.59,11.23
29.99,,4.39,9.59
29.39,,4.45,7.78
24.78,,4.34,7.38
29.29,,4.42,6.32
22.07,,4.27,11.51
17.31,,4.39,7.95
15.90,,4.42,5.25
14.00,,4.50,6.81
15.60,,5.03,11.32
32.19,,5.62,17.74
23.45,,5.68,22.36
22.34,,5.80,28.40
15.30,,6.09,30.27
17.06,,5.87,27.22
13.72,0.82,5.57,24.23
14.64,1.16,5.60,22.21
12.46,4.05,5.40,19.66
13.27,4.47,5.21,19.04
10.95,1.32,4.94,17.14
9.51,3.43,4.63,15.59
13.03,4.62,4.37,14.98
11.67,4.21,4.41,15.29
18.06,1.03,4.34,15.35
16.26,,4.27,14.45
13.11,0.22,4.55,12.85
17.95,0.64,4.82,15.33
25.85,,4.51,15.81
28.12,,4.46,11.23
22.37,,4.29,5.55
25.57,,4.29,3.93
21.99,,4.04,4.16
29.23,,4.41,3.61
20.46,,4.96,8.55
15.01,,5.01,15.94
15.64,,5.84,20.36
20.19,,6.27,22.10
15.18,,6.00,22.39
18.73,,5.86,20.95
17.73,,5.53,19.45
26.31,,5.11,18.87
20.44,,4.94,17.70
17.72,,5.04,15.71
17.20,,4.88,14.75
25.27,,4.68,14.68
21.49,,4.33,13.68
29.68,,4.42,13.65
27.25,,4.19,12.86
26.03,,4.28,13.55
23.51,,4.36,14.69
17.30,,4.27,13.80
14.49,,4.20,14.04
17.37,,4.12,14.72
17.44,,4.10,11.79
15.76,,4.37,10.81
15.43,,4.32,10.65
23.45,,4.15,7.25
18.93,,4.31,7.65
20.86,,4.62,14.31
,,,
,,,
,,,
,,,
,,,
,,,
55.26,,,34.08
52.42,0.36,,17.20
32.10,0.28,,17.49
,,,
,,,
,,,
11.68,9.08,,15.81
14.66,15.38,,16.64
11.32,15.82,,17.87
10.19,13.73,,17.21
8.33,,,17.63
6.29,,,17.62
10.78,,,15.24
11.38,1.59,,9.88
8.65,,,7.50
8.64,,,7.14
6.42,,,12.41
4.33,,,15.89
4.96,,,23.05
4.54,,,24.32
3.46,,,24.27
3.17,,,22.09
2.90,,,21.93
2.54,,,20.26
2.25,,,20.25
1.61,2.37,,18.98
0.94,,,18.60
2.91,,,20.87
3.14,2.43,,16.74
3.04,4.44,,18.95
2.83,2.75,,16.94
2.60,,,17.62
2.74,,,18.10
3.29,0.59,,15.62
4.14,,,13.63
5.64,,,13.60
5.07,,,16.14
4.71,,,15.18
4.43,,,13.79
4.21,,,13.76
4.07,,,15.01
4.25,,,21.46
3.98,,,24.26
3.80,,,26.99
4.08,,,25.15
4.62,,,25.00
4.27,,,21.44
4.07,,,22.43
4.10,3.27,,32.79
,,,87.68
27.17,,,28.61
21.85,,5.14,19.88
22.18,,4.94,20.13
25.42,,4.76,19.29
9.03,,4.41,17.10
17.39,,4.26,16.85
15.36,,4.20,16.21
4.10,,3.84,18.45
,,3.81,20.79
,,3.65,21.05
,,3.48,19.12
,,3.61,20.60
,,3.68,19.69
,,3.76,15.63
,,3.69,18.91
,,4.20,22.69
,,4.60,25.85
,,4.70,27.61
0.64,,4.59,25.29
2.04,,4.24,24.11
1.37,,4.31,23.70
1.81,,4.02,23.20
3.32,,3.71,20.27
3.50,,3.64,20.98
3.16,,3.62,21.80
2.48,,3.42,21.28
11.49,,3.37,18.37
13.27,,3.20,17.88
10.03,,3.23,17.16
7.11,,3.07,18.67
5.16,,3.21,20.01
6.86,,3.32,16.41
,,3.18,14.60
0.92,,3.23,10.20
2.25,,2.96,11.31
4.84,,3.00,10.38
,,3.04,8.60
,,3.03,10.80
,,3.22,13.20
,,3.53,14.57
,,3.71,20.14
,,3.88,23.50
,,3.95,20.93
,,3.92,21.34
,,3.76,21.13
,,3.72,19.75
1.58,,3.70,19.74
,,2.75,59.73
,,2.94,24.96
,,3.05,16.23
,,3.19,17.30
,,2.90,12.31
,,3.39,9.80
,,3.73,10.86
,,3.31,11.69
,,3.29,12.52
,,3.50,11.24
,,3.68,7.37
,,3.39,
,,3.31,6.07
,,3.21,6.06
,,3.55,4.05
,,4.14,7.90
,,4.49,12.64
,,4.94,18.48
,,5.19,22.52
,,5.26,24.83
,,5.19,23.70
,,5.05,22.36
,,4.68,
,,4.36,19.11
,,4.60,18.23
,,4.31,16.43
,,4.01,15.03
,,3.96,15.33
,,3.76,13.44
,,3.82,14.17
,,3.54,13.29
,,3.64,15.42
,,3.61,14.25
,,3.64,10.93
,,3.76,7.30
,,3.80,6.20
,,3.64,6.18
,,3.74,7.64
,,3.55,5.62
,,3.93,12.83
,,4.63,14.77
,,4.72,17.64
,,5.11,24.33
,,5.57,24.63
,,5.37,24.13
,,5.22,23.62
,,4.91,22.38
,,4.76,20.71
,,4.42,21.18
,,4.22,20.24
,,3.82,17.03
,,3.85,20.19
,,3.84,16.06
,,3.69,17.26
,,3.57,16.34
,,3.69,17.24
,,3.60,16.00
,,3.53,17.33
,,3.71,14.29
,,3.76,7.62
,,3.82,8.67
,,3.78,8.00
,,3.77,7.28
,,4.15,8.50
,,4.33,15.18
,,4.99,18.88
,,5.55,24.59
,,5.60,24.69
,,5.54,25.18
,,5.19,23.01
,,4.85,21.73
,,4.36,19.84
,,4.09,19.80
,,3.84,18.73
,,3.86,18.40
,,3.68,15.44
,,3.60,16.04
,,3.37,16.84
,,3.47,17.39
,,3.37,17.73
,,3.37,19.77
,,3.43,14.94
,,3.47,12.33
,,3.49,
,,3.49,9.88
,,3.35,7.51
,,3.18,4.74
,,3.60,7.85
,,4.25,15.34
,,4.90,20.76
,,5.18,26.16
,,5.23,26.18
,,5.28,26.19
,,4.93,23.95
,,4.34,24.31
,,4.13,18.80
,,3.93,20.30
,,3.89,17.59
,,3.75,17.00
,,3.56,17.31
,,3.54,17.04
,,3.42,17.41
,,3.27,17.67
,,3.29,18.25
,,3.35,17.31
,,3.56,20.59
,,3.44,12.04
,,3.45,
,,3.43,8.21
,,3.41,8.64
,,3.43,7.96
,,3.80,9.24
,,4.40,16.92
,,4.78,21.22
,,5.84,122.02
,,5.75,
,,5.69,
,,5.20,41.94
,,4.49,38.76
,,3.90,29.08
,,3.88,23.83
,,3.60,20.74
,,3.48,19.89
,,3.45,21.61
,,3.37,25.21
,,3.37,34.62
,,3.46,26.99
,,3.41,19.97
,,3.44,18.31
,,3.29,16.18
,,3.50,15.24
,,3.47,7.35
,,3.30,8.30
,,3.35,20.84
,,3.30,
,,3.40,16.71
,,3.73,17.08
,,3.99,51.30
,,4.39,
,,3.92,66.65
,,3.85,33.08
,,4.08,32.41
,,3.67,19.07
,,3.54,32.67
,,3.21,31.96
,,3.28,23.73
,,3.05,24.33
,,2.72,13.39
,,2.95,15.85
,,2.99,41.27
,,3.09,12.39
,,2.75,11.49
,,2.87,9.58
,,2.77,8.14
,,2.76,7.86
,,2.84,8.13
,,2.75,8.18
,,2.85,8.00
,,3.12,5.98
,,3.34,10.67
,,3.83,32.29
,,4.32,26.97
,,4.53,32.03
,,4.37,24.45
,,4.46,24.50
,,4.29,29.73
,,5.14,33.97
,,5.30,28.90
,,4.87,25.28
,,4.34,18.88
,,3.81,15.82
,,3.36,12.34
,,3.29,17.53
,,3.11,
,,3.37,7.03
,,3.40,
,,3.26,8.71
,,3.28,7.74
,,3.08,8.03
,,3.22,6.45
,,3.30,6.79
,,2.95,10.66
,,3.05,4.74
,,3.67,
,,4.12,15.45
,,4.45,21.58
,,4.53,21.41
,,4.71,25.03
,,4.62,23.35
,,4.45,22.51
,,4.29,27.43
,,4.45,30.16
,,4.14,20.02
,,4.03,14.99
,,3.67,
,,3.65,15.80
,,3.49,12.96
,,3.59,15.59
