PM10,PM2.5,SO2,O3
58.79,13.48,5.48,29.00
63.03,15.79,5.55,26.74
59.32,12.85,6.39,24.02
50.03,14.71,8.04,22.75
48.36,12.35,5.83,22.44
43.43,9.65,5.95,17.72
50.96,9.88,6.09,11.73
59.74,9.07,5.70,13.87
69.53,9.97,5.32,12.92
70.75,16.00,5.24,13.83
59.55,16.31,5.36,13.39
51.35,17.51,4.90,10.27
66.82,25.38,4.60,8.92
84.48,31.76,4.53,11.57
71.21,31.31,4.42,10.86
62.61,25.29,4.32,7.59
59.43,21.44,4.49,7.58
56.30,20.11,5.24,7.33
51.16,11.24,5.79,10.29
63.89,18.97,5.89,14.91
71.72,13.94,5.90,19.50
64.76,11.32,5.80,20.67
60.62,12.47,5.76,21.39
58.38,24.11,5.34,20.71
58.27,24.99,5.32,22.26
69.32,18.40,5.32,20.62
63.84,15.23,5.35,17.61
58.30,27.49,5.23,17.71
56.54,30.54,5.13,16.49
62.04,27.71,4.91,14.61
101.41,66.42,4.63,13.37
106.53,45.49,4.63,13.90
887.96,42.24,4.48,14.03
620.53,45.26,4.46,13.38
106.25,33.83,4.38,14.18
412.64,26.28,4.40,13.20
117.90,24.01,4.41,13.41
345.41,24.94,4.39,13.91
98.69,18.37,4.35,13.03
112.17,13.71,4.46,11.81
53.57,,4.81,11.79
281.93,24.65,4.72,11.69
78.79,,5.02,14.74
,,5.46,15.64
56.86,,5.91,17.42
63.75,2.64,5.72,16.93
62.35,6.81,5.51,17.73
68.26,29.51,5.38,17.82
53.20,20.58,5.47,19.19
63.09,14.43,5.38,19.79
58.81,10.45,5.31,19.39
57.71,7.91,5.07,19.69
65.80,11.55,4.98,18.99
56.86,16.21,4.88,17.56
91.01,24.68,4.62,15.24
66.69,24.36,4.44,16.65
55.88,23.80,4.42,16.97
63.07,17.57,4.32,17.59
60.76,16.41,4.38,23.65
56.45,13.22,4.33,17.25
51.58,14.88,4.08,17.52
47.70,11.45,4.23,17.25
42.90,10.59,4.25,16.97
50.28,7.61,4.12,17.07
49.09,7.45,4.20,20.78
35.66,9.47,4.71,19.80
19.75,7.54,4.89,18.87
35.37,6.21,5.07,20.46
36.81,5.38,5.24,20.12
33.27,4.75,5.33,20.98
30.37,3.77,5.32,20.60
31.48,3.16,5.32,21.19
45.12,7.09,5.36,18.54
52.35,15.34,5.29,18.05
57.76,14.91,5.60,17.71
53.18,10.98,5.06,17.10
39.56,8.25,4.91,16.42
35.39,6.69,4.73,16.25
39.61,5.66,4.80,15.53
45.30,6.23,4.47,15.00
42.64,8.61,4.49,15.41
43.24,14.13,4.85,15.24
39.21,10.57,4.92,15.38
37.56,9.50,4.82,14.67
35.10,11.67,4.58,15.41
33.26,15.34,4.53,15.49
29.57,11.59,4.35,15.73
34.35,9.02,5.29,13.36
39.35,9.99,5.70,13.36
34.37,11.64,5.51,15.34
31.69,14.24,6.12,15.75
39.53,10.96,7.21,17.62
34.67,8.22,6.75,17.67
36.05,6.83,6.52,19.88
47.31,7.72,6.60,21.13
53.30,18.36,6.59,21.31
39.75,18.19,6.22,22.53
41.20,20.78,6.22,19.95
42.81,25.58,5.99,19.29
40.74,19.04,6.05,17.80
41.22,,6.00,17.26
39.42,4.40,5.44,16.56
35.77,10.23,5.24,14.66
36.61,13.79,5.09,13.97
40.29,15.75,4.91,15.24
43.79,17.22,4.85,13.59
42.64,15.40,4.74,14.44
37.74,13.58,4.66,13.20
38.62,16.52,4.63,11.38
48.30,20.71,4.68,11.85
44.92,18.29,4.59,10.95
33.83,13.67,4.54,9.44
34.62,16.79,4.56,8.03
35.71,13.43,5.76,10.28
71.67,26.79,5.94,12.55
78.54,63.68,6.81,14.85
78.26,55.81,6.90,18.84
,54.04,6.94,21.48
,47.16,6.65,22.59
,34.94,6.16,22.83
,,6.07,21.70
,53.37,6.20,20.24
12.32,3.07,5.74,18.77
18.61,,6.43,17.19
21.55,,6.49,15.17
27.70,0.65,5.92,13.66
40.39,1.45,5.55,12.51
58.10,3.92,5.62,11.89
58.52,8.66,5.58,10.75
,18.00,5.95,10.07
,30.95,5.48,10.80
,29.95,5.23,11.05
,21.73,5.24,12.84
,15.85,4.92,13.12
,11.93,4.95,12.55
,9.02,4.76,12.70
,7.09,4.87,12.40
,8.46,4.78,12.11
,10.48,5.09,12.81
,,5.56,15.63
,,5.88,19.21
,,6.01,20.86
,32.20,6.16,19.32
,1.21,5.98,18.07
,,6.02,17.20
9.02,,6.27,17.23
32.20,,5.88,17.10
,,5.76,17.56
,,5.79,16.50
,,5.64,15.26
,,5.37,13.19
41.38,,5.14,12.99
55.45,,4.88,13.69
75.75,16.40,4.74,13.35
111.11,27.02,4.84,12.96
103.53,18.07,4.72,12.96
,34.52,4.75,12.94
,106.33,4.77,13.27
,67.70,4.69,13.57
,69.01,4.80,13.49
,56.46,4.73,12.80
,,4.64,12.96
,,4.75,13.26
,,5.12,15.34
,,5.42,19.32
,,5.38,30.88
,28.84,4.79,34.03
38.55,35.31,5.03,21.27
73.04,77.33,5.03,18.43
76.71,60.17,5.21,17.44
62.47,,5.25,16.48
58.83,,5.06,14.85
57.33,,4.94,14.21
47.93,14.06,4.76,13.23
47.35,35.41,4.81,13.15
44.24,33.37,4.75,14.22
36.26,11.11,4.57,14.88
47.72,3.97,4.47,13.04
61.52,10.34,4.33,16.97
82.15,11.28,4.54,12.67
,5.50,4.49,13.44
61.31,,4.45,13.40
,,4.36,12.90
28.82,,4.26,13.35
,,4.32,12.79
48.25,10.02,4.59,13.12
,6.25,4.81,13.46
,,5.13,16.60
,,5.35,37.37
,,5.31,20.52
6.20,2.04,5.47,20.07
25.71,17.48,5.28,18.08
73.47,26.12,5.24,17.01
67.80,25.18,5.27,15.84
54.91,,4.92,15.17
37.59,,5.12,14.92
23.38,,5.01,13.96
15.33,0.18,4.78,14.51
25.61,0.47,4.73,13.68
37.05,1.05,4.71,13.50
44.11,1.61,4.72,12.70
45.39,,4.60,13.22
35.86,,4.54,13.32
34.23,,4.62,13.50
33.48,,4.51,13.62
65.95,,4.45,13.18
32.06,,4.66,13.54
253.57,,4.58,13.25
534.95,,4.56,12.35
380.88,,4.79,12.99
80.68,,5.19,14.36
,,5.47,15.32
68.58,,5.53,24.52
1.38,1.00,5.49,17.25
11.55,0.84,5.51,17.12
153.64,16.34,5.44,16.64
326.83,16.56,5.34,16.80
,12.62,5.45,16.57
,9.61,5.28,16.03
84.27,,5.15,15.35
152.49,,5.09,15.41
110.94,,5.09,15.95
113.85,,4.98,14.86
166.88,3.43,4.99,14.03
,19.24,4.90,14.00
168.00,17.31,4.92,13.54
184.50,15.84,4.66,13.69
32.95,,4.84,13.94
165.62,,4.72,12.57
,0.71,4.74,12.81
,0.99,4.82,12.23
9.50,1.42,4.64,13.35
,1.28,4.76,13.85
147.61,,4.94,13.30
39.21,,5.01,13.69
16.43,,6.47,15.49
35.70,0.48,6.90,18.26
13.70,0.64,6.40,19.91
65.39,2.52,6.24,18.99
44.59,6.86,5.87,17.69
59.08,18.13,5.72,15.92
107.19,22.06,5.69,15.90
72.93,17.22,5.53,16.23
,,5.66,15.94
10.18,,5.57,15.56
41.60,,5.28,13.68
31.81,1.34,5.08,12.62
60.85,23.09,4.99,12.24
79.82,39.74,4.83,11.76
,21.66,4.82,12.49
,5.97,4.81,13.12
,10.74,4.73,13.59
,,4.79,12.90
,,4.60,14.40
,2.99,4.38,13.07
,,4.63,12.40
,,4.84,13.16
46.78,,4.84,13.68
,,5.43,14.46
,,5.72,15.72
17.30,17.18,5.62,18.90
30.74,13.94,5.67,19.35
35.32,9.90,5.63,19.37
33.23,,5.75,19.40
38.58,,5.63,18.27
46.41,,5.54,16.49
43.67,,5.38,16.44
51.40,,5.53,15.80
48.79,,5.29,15.08
42.63,,5.33,13.50
45.22,1.34,5.09,19.09
,4.89,4.97,39.07
52.19,8.16,5.13,14.65
60.66,11.63,5.02,14.84
59.61,17.24,4.82,12.89
109.94,18.09,4.98,13.16
,14.30,4.86,13.78
71.78,10.99,4.80,15.90
,7.86,4.69,13.38
35.24,,4.70,12.60
49.14,,4.66,13.48
6.70,0.69,4.74,13.34
27.00,,5.39,16.41
30.68,,6.92,19.04
32.57,,7.32,18.44
47.03,,6.53,19.73
85.57,11.86,6.33,20.29
21.67,9.62,6.16,19.99
56.72,8.19,6.00,21.75
87.68,7.39,5.63,18.52
32.04,5.65,5.74,20.89
59.27,4.04,5.64,16.49
41.76,3.28,5.62,16.47
73.44,19.80,5.34,19.52
43.73,26.41,5.26,15.97
84.93,23.95,5.23,12.21
8.46,21.25,5.08,12.53
,16.13,4.90,12.24
,11.55,4.96,12.16
19.50,8.22,4.84,14.00
,,4.85,14.49
,,4.94,19.64
,,4.84,11.44
29.61,,4.54,8.88
38.81,,4.77,8.95
12.47,,5.15,11.49
,,5.77,15.39
,,6.06,19.07
1.04,1.26,6.15,20.69
8.74,1.98,6.12,21.42
12.22,,7.04,22.82
25.61,9.54,7.74,22.63
30.01,23.72,7.63,22.78
33.72,17.31,6.56,21.12
37.34,13.18,6.27,20.29
45.12,9.93,6.32,19.18
47.53,7.31,6.58,19.11
55.83,5.74,5.96,16.85
52.07,4.72,5.43,15.09
51.79,10.69,5.30,14.11
62.01,32.88,5.10,13.11
65.64,48.04,4.89,13.71
68.61,42.98,4.86,12.53
54.92,32.97,4.76,11.82
36.72,6.65,4.82,10.73
30.17,6.90,4.85,9.95
24.27,,4.59,8.79
20.06,,4.48,8.72
15.63,,4.46,7.89
11.32,,4.77,9.52
14.64,,5.31,13.07
21.44,1.77,5.78,15.25
26.42,1.46,5.84,18.92
34.66,1.68,5.96,18.78
35.02,,5.65,18.69
34.41,,5.60,17.99
38.74,,5.52,16.67
47.63,,5.60,16.83
54.82,,5.56,15.89
57.89,,5.48,15.72
52.43,12.14,5.37,15.24
45.45,8.50,5.35,14.45
62.84,20.89,5.13,14.11
69.36,45.14,5.08,13.89
94.75,39.96,4.99,13.83
39.12,28.54,4.78,13.26
,21.47,4.71,16.15
5.34,16.49,4.73,15.42
33.06,12.10,4.57,20.41
44.79,9.02,4.75,13.19
27.43,6.61,4.83,16.27
39.05,7.00,4.59,13.02
42.73,10.97,4.73,12.29
18.42,,4.84,16.90
3.53,,4.99,14.77
26.30,,5.34,17.26
35.67,,5.76,18.12
22.11,,5.74,19.45
30.87,,5.60,19.76
44.69,,5.58,18.55
49.23,,5.46,17.73
60.51,,5.40,17.63
40.72,2.03,5.40,17.56
39.25,2.17,5.53,17.23
33.89,2.01,5.62,16.00
29.75,2.43,5.20,14.72
35.92,2.65,5.01,13.69
49.88,3.63,4.91,13.89
44.71,5.25,4.82,13.17
43.72,4.60,4.76,14.30
46.68,4.27,4.93,14.23
32.59,4.03,4.85,14.36
33.12,5.99,4.78,14.40
47.41,11.40,4.95,14.49
40.44,,4.78,13.47
30.87,,4.71,12.34
36.14,,4.70,8.78
31.22,9.48,5.06,9.42
20.99,,5.64,15.38
14.24,,5.91,20.17
15.43,,5.95,22.24
18.34,,6.72,23.97
37.30,,8.86,23.49
44.18,,7.96,22.48
49.28,,6.83,22.26
40.76,1.03,6.55,21.86
58.19,,6.75,21.60
66.42,,6.71,20.52
68.25,,6.36,18.49
58.70,,6.02,18.18
44.55,,6.36,15.70
47.11,,6.59,13.69
52.44,6.89,5.67,14.17
45.48,5.18,5.36,16.21
54.45,8.17,5.23,15.52
68.73,13.50,5.01,15.42
45.76,,4.99,16.33
37.74,,4.77,15.74
38.41,,4.95,16.02
39.49,,4.83,15.44
32.99,,4.80,12.65
31.69,,4.88,10.24
31.57,,5.35,14.99
25.02,,5.58,17.93
19.33,,5.81,21.94
16.11,,5.82,23.36
16.01,,5.73,23.42
23.99,,5.60,24.13
28.46,,5.77,23.72
29.61,,5.93,20.04
35.66,2.96,6.25,19.36
37.97,3.04,6.33,18.96
39.35,3.05,6.33,17.84
42.07,3.06,7.28,17.50
44.41,,7.32,15.77
43.20,,6.46,15.45
43.20,0.41,5.73,15.10
41.58,0.51,5.47,16.15
40.20,0.68,5.37,14.07
43.52,,5.32,13.84
40.65,,4.95,12.48
34.92,,4.91,12.37
36.46,,4.81,10.72
31.27,,4.72,10.17
26.49,0.44,4.72,10.67
29.49,0.86,5.34,10.99
27.62,,5.81,16.56
24.11,,6.11,19.66
21.13,,6.25,23.09
16.18,,6.10,23.98
44.08,,6.24,25.27
61.39,,6.56,23.68
54.92,,6.60,20.57
58.55,3.58,6.82,19.54
70.52,,6.70,20.11
71.19,,6.65,19.69
60.19,,6.66,19.17
43.24,,6.42,18.06
28.25,,5.76,16.47
33.46,,5.39,16.05
40.47,,5.47,15.97
40.91,,5.18,16.21
72.65,50.03,5.11,16.23
68.79,97.61,5.30,16.75
55.72,66.19,5.04,16.98
52.36,27.94,5.00,16.29
18.50,0.52,5.08,14.06
8.34,35.32,5.03,15.26
5.25,,5.06,12.57
13.52,,4.84,12.03
42.40,9.27,2.78,15.98
28.74,47.88,3.30,19.19
26.22,35.90,3.68,19.69
33.29,,3.67,19.99
34.34,,3.50,19.38
41.93,,3.47,19.12
42.06,,3.28,19.00
39.25,,3.38,18.88
59.60,,3.03,18.40
48.30,,3.09,17.77
45.60,,2.99,16.71
40.31,,2.75,15.55
30.74,,2.62,15.22
81.74,,2.68,15.29
94.70,,2.49,17.17
83.02,,2.49,14.56
63.02,,2.36,16.46
103.55,,2.46,17.45
57.99,,2.58,17.80
19.41,,2.51,16.67
19.85,,2.52,17.00
34.91,,2.52,16.02
41.83,,2.49,16.60
28.94,,2.67,16.17
27.82,,2.70,16.99
22.97,,2.58,19.05
17.75,,2.94,20.93
20.50,,3.11,21.58
32.16,,3.20,20.93
42.97,,3.07,20.13
42.92,,3.07,19.43
39.44,,2.88,19.04
31.38,,2.96,19.51
31.36,,2.99,18.16
35.57,,2.83,16.44
30.77,,2.62,15.16
28.99,,2.62,14.20
36.58,6.59,2.50,13.25
38.64,5.68,2.20,12.12
37.94,4.66,2.16,12.04
38.85,4.25,2.19,11.93
31.85,3.94,2.06,12.26
31.24,3.47,2.07,11.89
31.93,3.44,2.31,13.02
33.86,3.18,2.06,11.43
33.14,2.91,2.13,11.02
32.60,2.63,2.19,10.87
33.56,,2.44,12.48
30.51,,2.67,13.53
32.96,,2.80,15.41
29.23,,3.12,17.36
23.32,,3.18,18.15
25.61,,3.22,17.20
34.30,,3.26,16.21
42.83,,3.37,16.00
48.12,,3.37,16.06
49.70,,3.25,14.62
44.95,,3.20,14.19
39.98,,2.79,16.59
45.28,,2.73,13.90
42.08,,2.63,16.55
38.76,,2.64,14.82
41.01,,2.59,15.04
35.76,,2.63,13.16
29.28,,2.45,12.28
31.44,,2.53,14.24
32.59,,2.43,12.93
35.08,,2.44,11.85
39.47,,2.62,10.69
36.26,,2.72,8.47
34.99,,2.95,7.07
36.95,,3.88,10.23
37.32,,4.38,13.13
38.07,,4.41,14.85
41.89,,4.59,16.20
41.18,,4.45,17.05
40.54,,4.28,17.73
45.18,17.55,3.48,17.26
56.46,65.68,3.10,17.39
48.28,56.51,2.85,18.02
43.44,,2.69,19.22
42.35,,2.55,17.67
43.04,,2.39,17.68
47.56,,2.33,16.18
46.53,,3.47,14.96
45.07,,3.65,15.23
64.61,,3.44,14.45
57.42,,3.13,13.16
42.62,,3.14,13.06
35.40,,3.27,12.92
43.38,,3.27,13.15
39.74,,3.12,13.58
36.77,,3.18,12.16
33.16,,3.29,12.43
33.07,,3.82,11.22
40.89,,4.26,13.96
36.21,,4.54,17.34
31.56,,4.54,18.43
33.53,,4.49,19.52
35.67,,4.46,19.67
29.73,0.92,5.43,19.95
31.72,2.33,5.94,20.11
36.30,4.16,5.49,20.07
43.20,5.10,5.68,20.32
47.22,4.45,4.62,19.69
47.90,4.27,4.22,19.09
45.02,4.02,4.48,18.79
39.28,3.40,4.35,18.05
40.71,4.29,3.85,16.98
39.00,5.61,3.80,16.68
45.56,5.34,3.53,15.08
71.39,5.92,3.56,13.91
80.89,6.31,3.48,14.92
65.13,5.31,3.51,14.02
75.61,5.83,3.32,14.92
80.58,6.02,3.25,15.23
35.69,4.42,3.21,12.80
,4.39,3.18,10.55
,4.95,3.17,9.62
,4.15,3.33,10.80
,3.93,3.49,12.78
27.27,3.95,3.71,16.53
32.68,3.27,3.92,19.83
28.51,3.14,3.98,21.63
30.07,3.38,3.84,21.68
29.40,3.65,3.72,20.34
30.08,4.26,3.74,18.54
33.04,4.72,3.82,18.74
29.40,4.67,4.00,18.91
30.48,4.54,3.95,18.38
34.74,4.28,3.83,17.55
30.85,3.84,3.74,15.64
27.35,4.16,3.74,14.84
52.53,4.49,3.54,14.00
50.36,4.21,3.52,13.72
48.03,4.20,3.66,14.18
48.58,,3.44,13.64
42.23,,3.30,14.02
32.01,5.46,3.22,14.53
22.61,6.46,3.18,14.27
,0.58,3.28,14.62
,3.14,3.29,14.12
,5.13,3.18,13.65
56.89,2.44,3.18,13.28
,2.95,3.18,14.51
,3.49,3.55,16.11
,,4.13,18.34
,,2.35,
,,1.24,
,,,
,,,
,,,
30.99,,,19.74
24.16,,3.59,19.69
14.10,,3.43,18.08
9.12,,3.44,18.46
41.56,10.17,3.49,17.44
40.71,19.40,3.54,16.18
19.97,3.85,3.47,16.06
39.35,1.33,3.56,16.44
15.03,0.74,3.38,16.89
26.91,,3.38,14.82
43.20,,3.37,15.70
31.75,1.37,3.47,14.41
31.99,,3.83,13.93
28.63,,3.87,11.47
20.14,,3.71,10.15
10.96,,4.01,14.36
13.20,,4.18,14.27
29.02,,4.40,18.18
17.34,,4.70,23.88
32.01,,5.12,30.54
29.26,,4.36,30.86
25.79,,4.35,27.14
36.54,2.72,4.27,25.72
35.45,1.91,4.80,28.28
30.18,,4.25,30.40
31.41,,3.77,26.54
33.71,,3.41,21.05
27.03,,3.53,15.90
24.20,,3.35,15.62
27.37,,3.37,15.07
29.98,,3.42,16.05
30.85,,3.49,15.83
25.44,,3.44,16.13
26.41,,3.41,17.27
21.56,,3.44,17.32
24.52,,3.36,17.62
18.89,,3.46,17.10
21.41,,3.39,16.70
24.04,,3.69,15.02
21.23,,4.13,14.03
24.48,,3.83,15.05
29.02,,3.82,17.76
29.46,,14.26,31.20
28.21,,4.02,39.04
33.16,,4.27,34.30
35.04,,4.39,26.87
32.68,,4.83,23.50
34.22,,5.39,23.98
30.75,,4.62,22.96
30.21,,4.58,22.31
29.09,,4.59,21.21
30.08,,4.40,18.04
31.78,,4.13,14.25
35.89,,4.15,12.58
34.80,,3.87,14.63
32.68,,3.96,14.13
35.10,,3.97,15.11
31.22,,3.96,16.92
25.99,,4.07,16.16
26.00,,3.84,15.80
19.60,,4.04,16.61
19.00,,4.01,16.21
23.97,,4.03,13.49
32.53,,3.99,15.61
25.98,,4.16,18.68
23.07,,4.26,21.61
27.44,,4.44,26.75
22.96,,4.44,29.13
22.33,,4.55,27.59
30.84,,4.36,23.10
34.10,,4.47,19.91
35.90,,4.71,20.57
35.18,,4.93,22.70
27.96,,4.47,24.84
27.18,,4.18,18.70
34.44,,4.21,17.15
29.02,,4.05,18.70
28.83,,3.94,18.09
28.94,,4.20,18.40
26.13,,4.14,19.19
24.40,,4.09,18.50
22.23,,4.12,16.23
23.17,,4.19,17.47
22.30,,4.05,19.01
17.69,,3.87,18.70
20.74,,3.87,15.26
22.38,,3.89,16.27
20.79,,3.90,11.94
20.61,,3.95,14.79
24.21,,4.16,17.85
22.22,1.72,4.16,22.06
20.68,,4.31,24.35
26.17,,4.55,24.71
28.70,,4.53,21.02
35.44,,4.69,21.70
38.55,,4.34,28.32
36.34,,4.70,25.91
30.75,,4.63,20.59
44.86,,4.66,21.49
41.28,,4.15,19.46
34.92,,4.29,19.94
33.77,,3.97,19.37
30.87,,3.93,19.88
30.65,,3.88,21.70
23.86,,4.09,21.79
24.82,,4.03,21.71
27.98,,4.08,21.23
28.27,,3.86,20.32
23.74,,3.87,19.50
23.28,,3.96,20.40
21.19,,4.32,18.23
21.63,,4.90,16.62
18.61,,5.22,19.02
23.94,,4.84,20.13
27.87,,4.80,21.33
28.06,,5.01,21.55
26.76,,4.71,21.57
30.15,,4.70,22.17
34.55,,4.66,23.83
39.56,,4.45,22.04
46.70,,4.62,19.99
,,,
,,,
,,,
17.62,,,20.61
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
4.85,,,11.88
55.96,,,16.45
31.28,,5.21,20.31
40.95,3.75,5.32,25.69
,,,
,,,
,,,
,,,
9.00,,,22.44
24.39,,,22.25
,,,
,,,
,,,29.97
,16.46,3.69,20.28
,,,
110.17,106.35,,28.83
112.97,,1.03,21.35
75.64,9.67,1.07,21.32
41.89,,1.03,18.25
37.94,11.48,0.80,19.60
,1.33,0.76,20.73
,,0.76,20.52
8.83,,0.59,18.39
14.20,,0.73,19.06
18.60,,5.73,20.07
29.32,,5.67,21.73
,,6.35,27.32
1.89,,6.56,29.70
56.71,,6.18,29.58
57.21,7.50,6.05,27.78
58.86,,5.81,24.03
23.74,,5.61,23.25
16.82,,5.61,23.44
18.20,,5.73,22.34
19.35,,5.59,20.54
51.76,,5.59,19.13
,,5.49,19.72
,,5.46,20.01
,,5.19,19.17
,,5.10,18.58
,,5.00,19.49
,,5.12,19.20
,,4.87,18.71
,,5.05,18.34
,,4.95,17.43
,,4.78,17.04
,,4.82,12.53
,,5.08,14.76
,,5.08,16.92
63.12,,5.33,19.52
151.46,,5.69,23.36
26.17,,5.79,24.58
61.53,,5.86,23.41
,,5.69,23.28
,,5.62,22.51
,,5.58,22.44
,,5.55,21.93
,,5.60,20.36
,,5.63,19.12
,,5.63,17.49
,,5.32,15.06
,,5.30,24.46
,,5.00,24.31
,,5.00,19.04
,,5.07,20.04
,,4.92,17.52
,,4.94,17.20
,,5.06,15.22
,,5.20,14.56
,,5.34,14.75
,,5.35,14.18
,,5.15,
,,4.37,44.33
,,4.13,23.92
,,5.22,23.92
,,5.91,28.62
,2.98,6.00,26.12
,0.63,5.71,22.93
,1.75,5.52,22.33
1.41,,5.34,21.96
3.10,,5.17,19.82
7.38,,4.93,21.07
9.56,,5.00,19.66
18.08,,4.52,19.35
21.16,9.80,4.40,26.43
33.87,,4.30,23.21
12.95,,4.30,18.00
31.53,,4.17,22.39
30.86,28.87,4.07,19.25
44.76,,4.02,23.60
5.18,,4.11,21.35
22.64,26.12,4.20,19.32
23.00,1.55,4.10,19.01
,5.00,4.03,18.70
,,4.09,15.84
12.60,,4.27,17.00
2.11,,4.66,37.51
3.57,,6.10,27.08
7.12,,6.35,27.90
4.37,2.12,6.95,33.12
2.35,3.13,6.38,34.87
2.14,2.55,6.63,33.09
3.27,,7.02,29.25
9.00,0.41,7.15,26.83
8.84,1.02,6.52,27.86
3.80,,6.48,25.32
3.21,,6.68,24.40
7.84,,6.43,23.06
10.60,,5.33,19.87
17.37,,4.94,18.06
9.07,,4.73,16.96
8.73,,4.56,18.57
4.41,,4.53,19.78
3.68,,4.44,19.95
2.38,,4.51,20.42
2.53,,4.39,19.88
5.31,,4.43,19.05
3.81,,4.44,14.81
2.54,,4.37,10.65
2.05,,4.63,13.77
2.52,,5.38,20.25
5.32,,6.16,23.42
3.25,,6.46,27.13
2.14,,6.32,29.67
3.07,,6.57,34.45
12.51,12.47,7.16,43.96
41.93,18.74,6.21,30.20
43.52,11.42,6.05,27.08
37.39,6.98,5.79,24.83
35.65,,5.56,23.26
30.75,,4.99,26.85
37.93,,4.83,19.24
32.15,,4.52,19.85
33.45,4.72,4.43,19.04
34.24,,4.27,17.40
44.30,5.19,4.16,18.51
38.59,,4.14,16.67
28.42,,4.04,23.08
25.12,,3.91,19.57
25.13,,3.99,14.30
27.71,,4.05,12.74
,,3.85,9.74
5.91,,3.80,11.74
19.15,,4.07,13.58
18.48,,4.71,17.66
25.11,,6.74,21.82
23.17,,6.29,25.66
24.80,,6.08,25.60
29.47,,5.91,29.20
35.60,,5.65,25.32
38.65,,5.36,24.44
43.99,,5.11,23.48
44.81,,5.00,24.74
48.57,,4.88,23.93
42.27,,5.55,24.03
40.62,,5.02,20.55
42.16,,4.44,18.05
53.98,,4.47,19.86
33.38,,4.04,19.75
24.21,,4.21,18.78
19.91,,4.03,20.93
16.16,,4.00,20.05
20.03,,4.14,19.63
18.28,,3.99,19.99
21.70,,3.99,19.54
19.84,,3.97,20.21
20.76,,4.24,17.02
21.78,,4.37,12.98
20.57,,4.54,20.90
15.94,,5.18,21.00
17.09,,5.77,25.26
21.36,,5.59,25.05
27.05,,5.52,24.80
32.81,,5.48,23.68
33.02,,5.16,22.61
35.03,,4.98,22.47
32.68,,4.97,22.21
32.87,,4.66,21.41
30.55,,4.74,21.18
36.87,,4.50,17.06
30.53,,4.42,17.02
38.22,,4.46,18.22
40.79,,4.36,18.80
39.15,,4.31,19.50
34.61,,4.26,20.72
27.03,,4.24,21.45
26.89,,4.06,21.34
21.88,,4.20,22.13
22.89,,4.17,22.04
19.09,,4.07,22.51
22.36,,4.15,20.57
20.60,,4.30,17.79
20.99,,4.31,18.55
20.30,,4.43,20.56
23.07,,4.82,25.62
27.32,,4.97,30.87
26.83,,5.37,28.78
31.50,,5.39,25.74
34.18,,5.23,24.25
36.67,,4.96,23.53
33.98,,4.85,22.87
38.90,,4.70,21.52
40.82,,4.58,20.53
44.74,,4.35,18.46
36.86,,4.22,18.49
37.73,,4.40,19.98
37.47,,4.36,18.43
40.65,,4.15,18.79
38.82,,4.28,20.15
28.09,,4.19,20.30
21.34,,4.07,20.98
17.27,28.88,4.07,21.28
19.71,,4.04,19.13
23.39,3.29,4.14,19.37
24.89,,4.33,20.87
22.49,,4.35,21.14
21.94,,4.55,19.12
20.21,,5.78,19.39
26.15,,5.52,22.86
30.54,,5.70,25.48
27.44,,5.71,24.48
35.24,,5.39,23.73
36.50,,5.45,22.11
42.79,,5.29,21.38
38.53,,5.27,21.97
40.91,,5.25,20.47
40.86,,4.75,20.50
47.77,,4.48,18.76
41.21,,4.40,19.99
43.40,,4.16,20.22
45.23,51.31,4.29,19.47
40.84,,4.51,18.45
37.84,35.31,4.53,20.43
34.14,,4.37,19.52
30.40,41.48,4.32,19.83
24.76,2.40,4.30,20.68
26.88,43.31,4.22,21.79
19.04,,4.11,19.19
14.36,31.11,4.17,18.19
,,4.15,19.74
2.99,39.39,3.95,19.06
9.43,1.57,3.95,18.41
16.16,,4.09,20.59
19.72,,5.01,26.87
22.01,,5.65,27.83
23.58,,5.38,26.41
29.34,,5.17,24.82
34.30,,5.00,24.31
37.63,,4.76,24.97
41.13,,4.74,24.11
41.81,,4.63,23.42
42.83,,4.55,23.59
44.03,,4.26,22.70
49.36,,4.20,19.61
42.47,48.57,3.95,21.68
41.09,,4.37,17.99
42.66,55.33,4.21,21.10
42.12,,4.11,16.85
33.26,45.84,4.00,17.89
30.07,2.79,4.03,18.96
25.26,,4.04,19.36
25.14,11.36,4.13,15.86
22.60,,4.05,14.24
26.69,,4.14,15.74
29.55,,4.62,17.26
34.09,0.50,4.92,21.29
36.31,,5.10,24.60
40.28,,5.38,26.96
34.62,,5.31,25.14
32.89,,5.30,26.41
31.75,,4.92,23.41
37.34,,4.71,25.68
35.94,,4.77,23.59
35.90,,4.59,25.89
28.15,,4.57,23.62
29.17,,4.41,18.75
28.04,5.45,4.37,17.72
28.73,1.50,4.34,20.78
29.15,0.54,4.34,17.70
31.03,,4.25,15.82
30.42,30.04,4.08,22.05
32.77,3.96,4.14,19.03
30.21,30.53,4.26,19.68
28.80,20.02,4.04,14.99
28.84,27.80,4.03,10.71
27.21,,4.05,9.68
26.98,,4.24,7.95
24.99,,4.54,15.73
26.14,,4.94,19.27
32.26,,5.14,22.66
28.35,,5.38,26.79
28.32,,5.50,30.17
22.79,,5.53,34.81
24.65,,6.00,37.83
